id,latitude_deg,longitude_deg,elevation_m,observed_gravity_mGal,free_air_correction_mGal,simple_bouguer_correction_mGal,free_air_anomaly_mGal,bouguer_anomaly_mGal
347,21.635094,72.08535,203.78,978025.8,62.887,-8.545,-37.083,-28.538
348,21.045304,72.996874,211.31,977932.68,65.211,-8.86,-132.529,-123.669
349,21.374613,72.502195,396.29,977976.73,122.297,-16.617,-145.57,-128.953
350,21.62586,72.595385,112.03,978010.58,34.573,-4.698,-23.995,-19.298
351,21.503136,72.067076,360.11,978002.31,111.13,-15.099,-108.821,-93.722
352,21.85649,72.74996,273.6,978006.64,84.434,-11.472,-77.794,-66.322
353,21.658694,72.209906,231.58,978011.14,71.467,-9.71,-60.328,-50.618
354,21.162934,72.898054,317.58,977935.83,98.004,-13.316,-162.174,-148.858
355,21.070569,72.20514,246.0,977978.26,75.916,-10.315,-97.652,-87.338
356,21.642419,72.190688,362.03,978001.1,111.722,-15.18,-110.618,-95.439
357,21.026511,72.03655,370.21,977980.11,114.247,-15.523,-134.141,-118.618
358,21.585776,72.472067,226.52,978005.49,69.903,-9.498,-64.413,-54.916
359,21.94023,72.564841,183.05,978028.42,56.489,-7.675,-28.065,-20.39
360,21.575474,72.065709,277.71,978018.54,85.7,-11.644,-67.162,-55.518
361,21.38817,72.775528,373.71,977963.97,115.327,-15.67,-151.353,-135.683
362,21.643288,72.453289,163.2,978015.03,50.363,-6.843,-35.336,-28.493
363,21.458253,72.52439,286.89,977987.12,88.534,-12.029,-101.411,-89.381
364,21.545617,72.440763,289.47,977996.3,89.33,-12.137,-93.032,-80.894
365,21.941465,72.400763,319.93,978031.22,98.732,-13.415,-67.508,-54.093
366,21.386103,72.55964,139.47,977991.1,43.041,-5.848,-51.942,-46.095
367,21.961191,72.15524,314.75,978052.38,97.131,-13.197,-44.746,-31.549
368,21.905351,72.181928,372.71,978041.99,115.018,-15.628,-73.025,-57.397
369,21.195791,72.861786,153.9,977953.5,47.495,-6.453,-93.996,-87.543
370,21.069361,72.946115,171.26,977935.97,52.852,-7.181,-116.877,-109.696
371,21.100778,72.373309,391.42,977965.71,120.792,-16.412,-155.078,-138.666
372,21.018222,72.270745,154.29,977972.27,47.615,-6.47,-75.344,-68.875
373,21.094443,72.644,356.32,977947.58,109.959,-14.94,-162.382,-147.442
374,21.683007,72.408734,247.68,978013.84,76.435,-10.385,-62.593,-52.208
375,21.071189,72.025386,174.17,977992.49,53.749,-7.303,-61.256,-53.953
376,21.318976,72.156153,361.22,977990.73,111.474,-15.146,-120.744,-105.598
377,21.844875,72.715972,233.59,978011.62,72.086,-9.794,-60.465,-50.671
378,21.023272,72.658924,254.45,977945.56,78.522,-10.669,-132.965,-122.296
379,21.814468,72.027096,207.77,978048.62,64.118,-8.712,-15.495,-6.783
380,21.281855,72.221972,277.89,977994.11,85.755,-11.652,-91.642,-79.99
381,21.118165,72.231075,149.06,977988.35,45.999,-6.25,-57.647,-51.397
382,21.696737,72.671893,217.32,978006.35,67.066,-9.112,-60.72,-51.608
383,21.628943,72.019711,390.82,978025.15,120.608,-16.387,-95.454,-79.066
384,21.877472,72.104109,177.44,978052.45,54.758,-7.44,-2.311,5.129
385,21.735071,72.799916,297.02,978004.84,91.661,-12.454,-86.823,-74.369
386,21.803481,72.178545,197.56,978042.11,60.966,-8.284,-18.855,-10.571
387,21.282035,72.652746,332.04,977960.96,102.468,-13.923,-141.506,-127.583
388,21.17744,72.238183,139.26,977999.33,42.976,-5.839,-43.645,-37.805
389,21.750615,72.099441,390.95,978030.4,120.646,-16.392,-90.248,-73.856
390,21.806835,72.243172,236.14,978037.73,72.872,-9.901,-35.146,-25.245
391,21.990505,72.722267,170.82,978025.65,52.714,-7.162,-27.062,-19.899
392,21.412618,72.855696,122.05,977973.81,37.664,-5.118,-63.852,-58.734
393,21.372018,72.83022,150.93,977968.95,46.576,-6.328,-77.63,-71.302
394,21.776413,72.397184,255.93,978020.98,78.981,-10.731,-57.997,-47.266
395,21.340804,72.668085,201.1,977974.38,62.06,-8.432,-87.684,-79.252
396,21.930757,72.204984,348.67,978041.81,107.598,-14.62,-65.792,-51.172
397,21.858413,72.293148,229.27,978039.08,70.752,-9.613,-31.672,-22.059
398,21.428994,72.896336,174.61,977968.25,53.886,-7.322,-85.638,-78.317
399,21.750871,72.013002,285.14,978044.6,87.995,-11.956,-43.4,-31.444
400,21.754543,72.085509,312.03,978034.66,96.293,-13.084,-61.636,-48.552
401,21.103124,72.207886,150.11,977987.28,46.325,-6.294,-59.041,-52.747
402,21.902553,72.026532,150.29,978060.25,46.378,-6.301,13.869,20.17
403,21.505252,72.181435,111.0,977993.67,34.255,-4.654,-40.587,-35.932
404,21.826457,72.583042,320.92,978013.44,99.036,-13.456,-85.6,-72.143
405,21.32005,72.421425,299.14,977997.55,92.315,-12.543,-94.765,-82.222
406,21.895523,72.892672,242.39,978002.96,74.801,-10.163,-71.841,-61.678
407,21.389202,72.817444,353.25,977960.5,109.013,-14.812,-148.517,-133.705
408,21.010838,72.341817,341.7,977960.44,105.449,-14.328,-145.007,-130.68
409,21.905382,72.259423,275.61,978037.13,85.052,-11.556,-47.922,-36.366
410,21.091287,72.379692,360.48,977964.1,111.245,-15.115,-147.149,-132.034
411,21.319314,72.590295,161.75,977981.96,49.917,-6.782,-67.957,-61.174
412,21.950062,72.268064,133.58,978049.62,41.222,-5.601,8.397,13.998
413,21.950607,72.624149,180.92,978028.47,55.833,-7.586,-27.362,-19.775
414,21.573438,72.409412,117.13,978008.92,36.145,-4.911,-27.227,-22.316
415,21.631837,72.552047,259.35,978002.52,80.036,-10.875,-77.511,-66.637
416,21.448446,72.436127,380.98,977985.89,117.571,-15.975,-131.681,-115.706
417,21.293211,72.294466,111.8,978018.0,34.502,-4.688,-16.503,-11.815
418,21.328665,72.948453,136.63,977963.34,42.165,-5.729,-78.828,-73.099
419,21.672518,72.763606,235.66,978003.47,72.725,-9.881,-69.254,-59.373
420,21.752375,72.140113,380.16,978025.13,117.318,-15.94,-92.192,-76.252
421,21.791579,72.868468,194.85,978000.75,60.13,-8.17,-59.382,-51.212
422,21.789618,72.487431,252.17,978020.96,77.82,-10.574,-56.861,-46.288
423,21.091206,72.894552,112.47,977944.65,34.709,-4.716,-90.055,-85.339
424,21.49442,72.799855,144.5,977982.89,44.594,-6.059,-61.704,-55.645
425,21.057559,72.425214,395.99,977956.13,122.202,-16.604,-166.075,-149.471
426,21.549529,72.022469,389.54,978014.89,120.211,-16.333,-105.322,-88.988
427,21.441531,72.268677,101.48,978003.43,31.317,-4.255,-27.886,-23.631
428,21.887704,72.541634,385.54,978014.38,118.979,-16.166,-104.596,-88.43
429,21.350915,72.633478,291.74,977970.48,90.03,-12.232,-119.549,-107.316
430,21.117067,72.257888,360.38,977974.97,111.212,-15.111,-136.243,-121.132
431,21.142992,72.139356,236.42,977986.63,72.96,-9.913,-86.325,-76.412
432,21.761511,72.83493,254.68,977995.02,78.594,-10.679,-83.574,-72.896
433,21.618218,72.984402,246.65,977976.24,76.117,-10.342,-99.881,-89.539
434,21.101123,72.52569,300.06,977960.15,92.598,-12.581,-132.444,-119.862
435,21.084107,72.171679,141.9,977983.12,43.789,-5.95,-60.668,-54.719
436,21.700969,72.272307,108.99,978026.03,33.635,-4.57,-7.602,-3.032
437,21.072763,72.018391,192.38,977994.09,59.368,-8.066,-65.283,-57.217
438,21.82186,72.914299,311.4,977996.15,96.099,-13.057,-99.947,-86.89
439,21.706242,72.117751,160.56,978035.47,49.548,-6.732,-14.073,-7.341
440,21.081349,72.576516,302.03,977951.85,93.206,-12.664,-141.353,-128.688
441,21.084838,72.274055,390.97,977967.41,120.654,-16.394,-153.241,-136.847
442,21.98664,72.554178,128.17,978041.01,39.553,-5.374,1.453,6.827
443,21.374271,72.65142,301.78,977971.01,93.13,-12.654,-122.117,-109.463
444,21.370642,72.829742,233.13,977963.95,71.942,-9.775,-107.994,-98.219
445,21.8128,72.206421,360.44,978029.36,111.233,-15.113,-81.872,-66.759
446,21.947249,72.010996,153.14,978064.21,47.261,-6.421,16.949,23.371
447,21.986001,72.136886,307.79,978052.4,94.983,-12.906,-42.582,-29.676
448,21.753378,72.900019,351.43,977989.17,108.453,-14.736,-119.278,-104.542
449,21.37626,72.87389,383.38,977954.72,118.312,-16.075,-163.591,-147.515
450,21.083501,72.597413,304.97,977951.53,94.115,-12.788,-142.59,-129.802
451,21.777147,72.600517,249.15,978010.48,76.888,-10.447,-66.406,-55.959
452,21.558404,72.665037,285.35,977984.19,88.06,-11.965,-103.87,-91.905
453,21.424222,72.175371,360.67,977992.93,111.303,-15.123,-118.374,-103.251
454,21.906354,72.914412,271.18,978001.16,83.687,-11.371,-82.526,-71.155
455,21.111197,72.418771,109.12,977980.37,33.673,-4.575,-53.305,-48.73
456,21.492625,72.383139,379.28,977995.81,117.047,-15.903,-121.241,-105.337
457,21.011354,72.518918,306.86,977951.44,94.696,-12.867,-143.252,-130.385
458,21.468661,72.046966,302.95,978009.24,93.492,-12.703,-84.252,-71.549
459,21.056303,72.166283,164.7,977983.57,50.827,-6.906,-67.26,-60.355
460,21.118818,72.738034,297.67,977949.16,91.86,-12.481,-142.704,-130.223
461,21.117526,72.082799,218.16,977991.22,67.324,-9.147,-76.105,-66.957
462,21.64921,72.603152,295.37,977994.85,91.151,-12.385,-96.3,-83.915
463,21.746045,72.245349,131.98,978036.58,40.728,-5.534,-4.146,1.388
464,21.583369,72.389296,297.35,977999.92,91.763,-12.468,-91.844,-79.376
465,21.962173,72.288694,399.82,978039.18,123.386,-16.765,-84.202,-67.437
466,21.374871,72.355673,114.46,978010.43,35.323,-4.799,-24.889,-20.089
467,21.285712,72.719046,393.15,977954.6,121.327,-16.485,-166.731,-150.247
468,21.868599,72.297122,222.07,978040.86,68.532,-9.311,-27.671,-18.359
469,21.223596,72.566405,361.23,977962.42,111.474,-15.146,-149.053,-133.907
470,21.963223,72.47605,334.72,978030.01,103.293,-14.035,-73.288,-59.253
471,21.012154,72.663671,270.1,977945.45,83.354,-11.325,-137.904,-126.578
472,21.969879,72.93683,321.53,978000.31,99.226,-13.482,-98.913,-85.431
473,21.04316,72.732572,363.55,977935.77,112.193,-15.244,-176.419,-161.175
474,21.891143,72.21494,221.24,978047.18,68.275,-9.277,-21.1,-11.823
475,21.527701,72.031183,198.11,978021.64,61.137,-8.307,-39.494,-31.187
476,21.992965,72.262264,300.28,978044.85,92.666,-12.591,-47.812,-35.221
477,21.073797,72.595078,342.35,977947.17,105.65,-14.355,-158.477,-144.122
478,21.553854,72.051426,328.69,978013.31,101.432,-13.782,-88.123,-74.341
479,21.969303,72.496366,339.34,978031.41,104.722,-14.229,-73.309,-59.08
480,21.523098,72.596843,230.67,977989.8,71.186,-9.672,-81.39,-71.718
481,21.629399,72.334244,345.35,978001.96,106.575,-14.481,-104.618,-90.137
482,21.695749,72.770912,136.06,978019.04,41.989,-5.705,-22.947,-17.242
483,21.454541,72.106598,263.35,978003.63,81.269,-11.042,-77.637,-66.595
484,21.627558,72.075138,101.73,978032.09,31.393,-4.265,0.701,4.967
485,21.584314,72.728189,197.38,977989.14,60.91,-8.276,-71.771,-63.495
486,21.901158,72.495491,209.94,978030.67,64.787,-8.803,-34.119,-25.316
487,21.045446,72.688402,218.85,977948.45,67.538,-9.176,-119.087,-109.91
488,21.280963,72.434827,308.64,977996.82,95.246,-12.941,-98.426,-85.485
489,21.950411,72.246402,216.57,978050.71,66.833,-9.081,-16.125,-7.045
490,21.890264,72.819102,234.61,978013.17,72.4,-9.837,-59.227,-49.39
491,21.455657,72.799416,171.26,977979.18,52.852,-7.181,-73.672,-66.49
492,21.620133,72.694696,211.98,977996.04,65.416,-8.888,-69.373,-60.485
493,21.277381,72.272145,168.18,978015.31,51.901,-7.052,-36.591,-29.539
494,21.188121,72.590231,121.96,977971.61,37.636,-5.114,-66.023,-60.909
495,21.463698,72.360974,281.03,977994.86,86.727,-11.784,-91.868,-80.084
496,21.353352,72.091582,300.46,978002.37,92.723,-12.598,-90.356,-77.758
497,21.583656,72.917314,285.85,977974.55,88.212,-11.986,-113.66,-101.674
498,21.077735,72.136819,239.05,977985.94,73.77,-10.023,-87.832,-77.808
499,21.974395,72.950237,213.94,978006.19,66.021,-8.97,-59.826,-50.855
500,21.986211,72.446006,359.0,978032.75,110.787,-15.053,-78.042,-62.989
